url,status,lang,canonical,hreflang_es,hreflang_ca,robots,title,description,h1,bytes_html
https://fallasuissa.es/deportes.html,200,es,https://fallasuissa.es/deportes.html,https://fallasuissa.es/deportes.html,https://fallasuissa.es/va/deportes.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Deportes,"Actividades deportivas de la Falla Suïssa - L'Alqueria del Favero: torneos, encuentros, equipos y calendarios actualizados por los delegados de Deportes.",Deportes,20846
https://fallasuissa.es/eventos.html,200,es,https://fallasuissa.es/eventos.html,https://fallasuissa.es/eventos.html,https://fallasuissa.es/va/eventos.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Eventos,"Eventos y tablón de anuncios de la Falla Suïssa - L'Alqueria del Favero: próximos actos, avisos y convocatorias de la comisión.",Eventos,21044
https://fallasuissa.es/galeria_1.html,200,es,https://fallasuissa.es/galeria_1.html,https://fallasuissa.es/galeria_1.html,https://fallasuissa.es/va/galeria_1.html,"index, follow",Apuntà 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de fotos de la Apuntà 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Apuntá 2025-262025-26,32574
https://fallasuissa.es/galeria_2.html,200,es,https://fallasuissa.es/galeria_2.html,https://fallasuissa.es/galeria_2.html,https://fallasuissa.es/va/galeria_2.html,"index, follow",Fallera Mayor Infantil 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de fotos del nombramiento de la Fallera Mayor Infantil 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Fallera Mayor Infantil 2025-26,31965
https://fallasuissa.es/galeria_3.html,200,es,https://fallasuissa.es/galeria_3.html,https://fallasuissa.es/galeria_3.html,https://fallasuissa.es/va/galeria_3.html,"index, follow",Monumento 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de fotos de la firma del monumento 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Monumento 2025-26,24235
https://fallasuissa.es/galeria_4.html,200,es,https://fallasuissa.es/galeria_4.html,https://fallasuissa.es/galeria_4.html,https://fallasuissa.es/va/galeria_4.html,"index, follow",Proclamación 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de fotos de la proclamación 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Proclamación 2025-26,39400
https://fallasuissa.es/galeria_5.html,200,es,https://fallasuissa.es/galeria_5.html,https://fallasuissa.es/galeria_5.html,https://fallasuissa.es/va/galeria_5.html,"index, follow",Ofrenda de Frutos 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de imágenes de la Ofrenda de Frutos 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Ofrenda de Frutos 2025-26,29767
https://fallasuissa.es/galeria_6.html,200,es,https://fallasuissa.es/galeria_6.html,https://fallasuissa.es/galeria_6.html,https://fallasuissa.es/va/galeria_6.html,"index, follow",Cremà 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de imágenes de la Cremà 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Cremà 2025-26,30227
https://fallasuissa.es/galeria_7.html,200,es,https://fallasuissa.es/galeria_7.html,https://fallasuissa.es/galeria_7.html,https://fallasuissa.es/va/galeria_7.html,"index, follow",San Juan 2026 | Falla Suïssa - L'Alqueria del Favero,Galería de imágenes de San Juan 2026 de la Falla Suïssa - L'Alqueria del Favero.,San Juan 2026,34081
https://fallasuissa.es/galeria_8.html,200,es,https://fallasuissa.es/galeria_8.html,https://fallasuissa.es/galeria_8.html,https://fallasuissa.es/va/galeria_8.html,"index, follow",Representantes 2026-27 | Falla Suïssa - L'Alqueria del Favero,Galería de imágenes de los Representantes 2026-27 de la Falla Suïssa - L'Alqueria del Favero.,Representantes 2026-27,27661
https://fallasuissa.es/galeria_9.html,200,es,https://fallasuissa.es/galeria_9.html,https://fallasuissa.es/galeria_9.html,https://fallasuissa.es/va/galeria_9.html,"index, follow",Fallera Mayor Infantil 2026-27 | Falla Suïssa - L'Alqueria del Favero,Galería de la proclamación de Sofía Gómez Medina como Fallera Mayor Infantil 2026-27 de la Falla Suïssa - L'Alqueria del Favero: 40 fotos y vídeo del acto.,Fallera Mayor Infantil 2026-27,59221
https://fallasuissa.es/galerias.html,200,es,https://fallasuissa.es/galerias.html,https://fallasuissa.es/galerias.html,https://fallasuissa.es/va/galerias.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Galería,"Galerías de imágenes de la Falla Suïssa - L'Alqueria del Favero: Apuntà, nombramientos, monumento, proclamación, Ofrenda, Cremà y más.",Galerías,26773
https://fallasuissa.es/lafalla.html,200,es,https://fallasuissa.es/lafalla.html,https://fallasuissa.es/lafalla.html,https://fallasuissa.es/va/lafalla.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - La Falla,"Conoce la Falla Suïssa - L'Alqueria del Favero: el monumento, la Plana Mayor, la historia, el organigrama y los archivos de la comisión.",La Falla,97270
https://fallasuissa.es/llibret_2026.html,200,ca,https://fallasuissa.es/llibret_2026.html,https://fallasuissa.es/llibret_2026.html,https://fallasuissa.es/va/llibret_2026.html,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Llibret Falla Suïssa - L'Alqueria del Favero 2025-2026,"Llibret digital multilingüe de la Falla Suïssa - L'Alqueria del Favero amb editorial, memòria del barri, textos institucionals, entrevistes i programa d'actes de les Falles 2026.",Falla SuïssaL'Alqueria del Favero,269885
https://fallasuissa.es/mapa.html,200,es,https://fallasuissa.es/mapa.html,https://fallasuissa.es/mapa.html,https://fallasuissa.es/va/mapa.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Mapa,Mapa de la Falla Suïssa - L'Alqueria del Favero: ubicación del casal y puntos de interés de la comisión en Valencia.,Mapa,20259
https://fallasuissa.es/meteo.html,200,es,https://fallasuissa.es/meteo.html,https://fallasuissa.es/meteo.html,https://fallasuissa.es/va/meteo.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Meteo,El tiempo en Valencia para la Falla Suïssa - L'Alqueria del Favero: clima actual y previsión a cinco días.,Meteo,26715
https://fallasuissa.es/nuevos-falleros.html,200,es,https://fallasuissa.es/nuevos-falleros.html,https://fallasuissa.es/nuevos-falleros.html,https://fallasuissa.es/va/nuevos-falleros.html,"index, follow",Nuevos Falleros | Falla Suïssa - L'Alqueria del Favero,Información para nuevos falleros y falleras de la Falla Suïssa - L'Alqueria del Favero: documentación y formularios de autorización de derechos de imagen.,Nuevos Falleros,21758
https://fallasuissa.es/ofrenda.html,200,es,https://fallasuissa.es/ofrenda.html,https://fallasuissa.es/ofrenda.html,https://fallasuissa.es/va/ofrenda.html,"index, follow",Ofrenda Floral 2026-27 | Falla Suïssa - L'Alqueria del Favero,Ofrenda Floral a la Virgen de los Desamparados 2026-27 de la Falla Suïssa - L'Alqueria del Favero. Galería de imágenes y vídeo.,Ofrenda,21256
https://fallasuissa.es/organigrama.html,200,es,https://fallasuissa.es/organigrama.html,https://fallasuissa.es/organigrama.html,https://fallasuissa.es/va/organigrama.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Organigrama,Organigrama 2026-27,Organigrama 2026-27,37691
https://fallasuissa.es/privacidad.html,200,es,https://fallasuissa.es/privacidad.html,https://fallasuissa.es/privacidad.html,https://fallasuissa.es/va/privacidad.html,"index, follow",Política de Privacidad | Falla Suïssa - L'Alqueria del Favero,Política de privacidad y protección de datos personales de la Falla Suïssa - L'Alqueria del Favero conforme al RGPD.,Política de Privacidad,23768
https://fallasuissa.es/seo/ai-crawl.html,200,es,,,,"noindex, nofollow",AI Crawl Instructions - Falla Suïssa,,AI and Search Engine Crawl Instructions,4578
https://fallasuissa.es/va/,200,ca,https://fallasuissa.es/va/,https://fallasuissa.es/,https://fallasuissa.es/va/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Falla Suïssa - L'Alqueria del Favero,"Comisión fallera Suïssa - L'Alqueria del Favero, en Valencia: tradición desde 2024, eventos culturales y colaboración solidaria con HOPE-INCLIVA.",Falla Suïssa - L'Alqueria del Favero,129162
https://fallasuissa.es/va/autorizacion-imagen-menor.html,200,ca,https://fallasuissa.es/va/autorizacion-imagen-menor.html,https://fallasuissa.es/autorizacion-imagen-menor.html,https://fallasuissa.es/va/autorizacion-imagen-menor.html,"index, follow",Autorización de derechos de imagen — Menores | Falla Suïssa - L'Alqueria del Favero,"Formulario imprimible de autorización parental para el tratamiento del nombre y la imagen de menores falleros de la Falla Suïssa, conforme al RGPD, la LOPDGDD y la LO 1/1996.",Autorització de drets d'imatge — Menors d'edat,35210
https://fallasuissa.es/va/autorizacion-imagen.html,200,ca,https://fallasuissa.es/va/autorizacion-imagen.html,https://fallasuissa.es/autorizacion-imagen.html,https://fallasuissa.es/va/autorizacion-imagen.html,"index, follow",Autorización de derechos de imagen | Falla Suïssa - L'Alqueria del Favero,"Formulario imprimible de autorización para el tratamiento del nombre y la imagen de los falleros y falleras de la Falla Suïssa, conforme al RGPD y la LOPDGDD.",Autorització de drets d'imatge,31807
https://fallasuissa.es/va/aviso-legal.html,200,ca,https://fallasuissa.es/va/aviso-legal.html,https://fallasuissa.es/aviso-legal.html,https://fallasuissa.es/va/aviso-legal.html,"index, follow",Aviso Legal | Falla Suïssa - L'Alqueria del Favero,Aviso legal e identificación del titular del sitio web de la Falla Suïssa - L'Alqueria del Favero.,Aviso Legal,20180
https://fallasuissa.es/va/blog-anima.html,200,ca,https://fallasuissa.es/va/blog-anima.html,https://fallasuissa.es/blog-anima.html,https://fallasuissa.es/va/blog-anima.html,"index, follow",El alma del barrio | Blog | Falla Suïssa - L'Alqueria del Favero,"El alma del barrio: la historia del Jardín del Turia, Federico Trénor i Trénor y la Falla Suïssa en les Moreres, Valencia. De una autovía a un pulmón verde.","""L’Ànima del barri""",24084
https://fallasuissa.es/va/blog-somni.html,200,ca,https://fallasuissa.es/va/blog-somni.html,https://fallasuissa.es/blog-somni.html,https://fallasuissa.es/va/blog-somni.html,"index, follow",Somni | Blog | Falla Suïssa - L'Alqueria del Favero,"Somni: la historia de cómo ocho personas ilusionadas fundaron la Falla Suïssa - L'Alqueria del Favero, la comisión número 396, en el barrio de les Moreres, Valencia.","""Somni""",23697
https://fallasuissa.es/va/blog.html,200,ca,https://fallasuissa.es/va/blog.html,https://fallasuissa.es/blog.html,https://fallasuissa.es/va/blog.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Blog,"Blog de la Falla Suïssa - L'Alqueria del Favero: historias, crónicas y noticias de la comisión fallera.",Blog de Nuestra Falla,22841
https://fallasuissa.es/va/calendario.html,200,ca,https://fallasuissa.es/va/calendario.html,https://fallasuissa.es/calendario.html,https://fallasuissa.es/va/calendario.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Calendario,"Calendario de la Falla Suïssa - L'Alqueria del Favero: consulta por mes, día o categoría todos los actos falleros y añádelos a tu agenda.",Calendario,27199
https://fallasuissa.es/va/colaboraciones.html,200,ca,https://fallasuissa.es/va/colaboraciones.html,https://fallasuissa.es/colaboraciones.html,https://fallasuissa.es/va/colaboraciones.html,"index, follow",Colaboración con HOPE-INCLIVA | Falla Suïssa - L'Alqueria del Favero,Colaboración solidaria de Falla Suïssa - L'Alqueria del Favero con HOPE-INCLIVA en Valencia para apoyar la investigación del Linfoma No Hodgkin Pediátrico.,Colaboraciones,28057
https://fallasuissa.es/va/cookies.html,200,ca,https://fallasuissa.es/va/cookies.html,https://fallasuissa.es/cookies.html,https://fallasuissa.es/va/cookies.html,"index, follow",Política de Cookies | Falla Suïssa - L'Alqueria del Favero,Política de cookies del sitio web de la Falla Suïssa - L'Alqueria del Favero. Información sobre las cookies utilizadas.,Política de Cookies,20866
https://fallasuissa.es/va/deportes.html,200,ca,https://fallasuissa.es/va/deportes.html,https://fallasuissa.es/deportes.html,https://fallasuissa.es/va/deportes.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Deportes,"Actividades deportivas de la Falla Suïssa - L'Alqueria del Favero: torneos, encuentros, equipos y calendarios actualizados por los delegados de Deportes.",Deportes,20883
https://fallasuissa.es/va/eventos.html,200,ca,https://fallasuissa.es/va/eventos.html,https://fallasuissa.es/eventos.html,https://fallasuissa.es/va/eventos.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Eventos,"Eventos y tablón de anuncios de la Falla Suïssa - L'Alqueria del Favero: próximos actos, avisos y convocatorias de la comisión.",Eventos,21120
https://fallasuissa.es/va/galeria_1.html,200,ca,https://fallasuissa.es/va/galeria_1.html,https://fallasuissa.es/galeria_1.html,https://fallasuissa.es/va/galeria_1.html,"index, follow",Apuntà 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de fotos de la Apuntà 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Apuntá 2025-262025-26,32688
https://fallasuissa.es/va/galeria_2.html,200,ca,https://fallasuissa.es/va/galeria_2.html,https://fallasuissa.es/galeria_2.html,https://fallasuissa.es/va/galeria_2.html,"index, follow",Fallera Mayor Infantil 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de fotos del nombramiento de la Fallera Mayor Infantil 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Fallera Mayor Infantil 2025-26,32067
https://fallasuissa.es/va/galeria_3.html,200,ca,https://fallasuissa.es/va/galeria_3.html,https://fallasuissa.es/galeria_3.html,https://fallasuissa.es/va/galeria_3.html,"index, follow",Monumento 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de fotos de la firma del monumento 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Monumento 2025-26,24302
https://fallasuissa.es/va/galeria_4.html,200,ca,https://fallasuissa.es/va/galeria_4.html,https://fallasuissa.es/galeria_4.html,https://fallasuissa.es/va/galeria_4.html,"index, follow",Proclamación 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de fotos de la proclamación 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Proclamación 2025-26,39538
https://fallasuissa.es/va/galeria_5.html,200,ca,https://fallasuissa.es/va/galeria_5.html,https://fallasuissa.es/galeria_5.html,https://fallasuissa.es/va/galeria_5.html,"index, follow",Ofrenda de Frutos 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de imágenes de la Ofrenda de Frutos 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Ofrenda de Frutos 2025-26,29858
https://fallasuissa.es/va/galeria_6.html,200,ca,https://fallasuissa.es/va/galeria_6.html,https://fallasuissa.es/galeria_6.html,https://fallasuissa.es/va/galeria_6.html,"index, follow",Cremà 2025-26 | Falla Suïssa - L'Alqueria del Favero,Galería de imágenes de la Cremà 2025-26 de la Falla Suïssa - L'Alqueria del Favero.,Cremà 2025-26,30327
https://fallasuissa.es/va/galeria_7.html,200,ca,https://fallasuissa.es/va/galeria_7.html,https://fallasuissa.es/galeria_7.html,https://fallasuissa.es/va/galeria_7.html,"index, follow",San Juan 2026 | Falla Suïssa - L'Alqueria del Favero,Galería de imágenes de San Juan 2026 de la Falla Suïssa - L'Alqueria del Favero.,San Juan 2026,34200
https://fallasuissa.es/va/galeria_8.html,200,ca,https://fallasuissa.es/va/galeria_8.html,https://fallasuissa.es/galeria_8.html,https://fallasuissa.es/va/galeria_8.html,"index, follow",Representantes 2026-27 | Falla Suïssa - L'Alqueria del Favero,Galería de imágenes de los Representantes 2026-27 de la Falla Suïssa - L'Alqueria del Favero.,Representantes 2026-27,27745
https://fallasuissa.es/va/galeria_9.html,200,ca,https://fallasuissa.es/va/galeria_9.html,https://fallasuissa.es/galeria_9.html,https://fallasuissa.es/va/galeria_9.html,"index, follow",Fallera Mayor Infantil 2026-27 | Falla Suïssa - L'Alqueria del Favero,Galería de la proclamación de Sofía Gómez Medina como Fallera Mayor Infantil 2026-27 de la Falla Suïssa - L'Alqueria del Favero: 40 fotos y vídeo del acto.,Fallera Mayor Infantil 2026-27,59429
https://fallasuissa.es/va/galerias.html,200,ca,https://fallasuissa.es/va/galerias.html,https://fallasuissa.es/galerias.html,https://fallasuissa.es/va/galerias.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Galería,"Galerías de imágenes de la Falla Suïssa - L'Alqueria del Favero: Apuntà, nombramientos, monumento, proclamación, Ofrenda, Cremà y más.",Galerías,26872
https://fallasuissa.es/va/lafalla.html,200,ca,https://fallasuissa.es/va/lafalla.html,https://fallasuissa.es/lafalla.html,https://fallasuissa.es/va/lafalla.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - La Falla,"Conoce la Falla Suïssa - L'Alqueria del Favero: el monumento, la Plana Mayor, la historia, el organigrama y los archivos de la comisión.",La Falla,96887
https://fallasuissa.es/va/llibret_2026.html,200,ca,https://fallasuissa.es/va/llibret_2026.html,https://fallasuissa.es/llibret_2026.html,https://fallasuissa.es/va/llibret_2026.html,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Llibret Falla Suïssa - L'Alqueria del Favero 2025-2026,"Llibret digital multilingüe de la Falla Suïssa - L'Alqueria del Favero amb editorial, memòria del barri, textos institucionals, entrevistes i programa d'actes de les Falles 2026.",Falla SuïssaL'Alqueria del Favero,270052
https://fallasuissa.es/va/mapa.html,200,ca,https://fallasuissa.es/va/mapa.html,https://fallasuissa.es/mapa.html,https://fallasuissa.es/va/mapa.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Mapa,Mapa de la Falla Suïssa - L'Alqueria del Favero: ubicación del casal y puntos de interés de la comisión en Valencia.,Mapa,20331
https://fallasuissa.es/va/meteo.html,200,ca,https://fallasuissa.es/va/meteo.html,https://fallasuissa.es/meteo.html,https://fallasuissa.es/va/meteo.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Meteo,El tiempo en Valencia para la Falla Suïssa - L'Alqueria del Favero: clima actual y previsión a cinco días.,Meteo,26777
https://fallasuissa.es/va/nuevos-falleros.html,200,ca,https://fallasuissa.es/va/nuevos-falleros.html,https://fallasuissa.es/nuevos-falleros.html,https://fallasuissa.es/va/nuevos-falleros.html,"index, follow",Nuevos Falleros | Falla Suïssa - L'Alqueria del Favero,Información para nuevos falleros y falleras de la Falla Suïssa - L'Alqueria del Favero: documentación y formularios de autorización de derechos de imagen.,Nous Fallers,21752
https://fallasuissa.es/va/ofrenda.html,200,ca,https://fallasuissa.es/va/ofrenda.html,https://fallasuissa.es/ofrenda.html,https://fallasuissa.es/va/ofrenda.html,"index, follow",Ofrenda Floral 2026-27 | Falla Suïssa - L'Alqueria del Favero,Ofrenda Floral a la Virgen de los Desamparados 2026-27 de la Falla Suïssa - L'Alqueria del Favero. Galería de imágenes y vídeo.,Ofrenda,21335
https://fallasuissa.es/va/organigrama.html,200,ca,https://fallasuissa.es/va/organigrama.html,https://fallasuissa.es/organigrama.html,https://fallasuissa.es/va/organigrama.html,"index, follow",Falla Suïssa - L'Alqueria del Favero - Organigrama,Organigrama 2026-27,Organigrama 2026-27,37734
https://fallasuissa.es/va/privacidad.html,200,ca,https://fallasuissa.es/va/privacidad.html,https://fallasuissa.es/privacidad.html,https://fallasuissa.es/va/privacidad.html,"index, follow",Política de Privacidad | Falla Suïssa - L'Alqueria del Favero,Política de privacidad y protección de datos personales de la Falla Suïssa - L'Alqueria del Favero conforme al RGPD.,Política de Privacidad,23831
